,Unnamed: 0,name,Prediction result,pro non_persion
2316,2316,nguyen nhu vinh,1,0.0004101395606994
2317,2317,nguyen luong bang,1,0.0054475665092468
2318,2318,ban thi siem,1,0.0042334794998168
2319,2319,dau truong quan,1,0.001144528388977
2320,2320,le thi nam,1,0.0008434057235717
2321,2321,vu trung hieu,1,0.0403406620025634
2322,2322,nguyen thi van,1,0.0008517503738403
2323,2323,vu thi bich phuong,1,0.0017199516296386
2324,2324,ngo thi thao,1,0.0011428594589233
2325,2325,nguyen thi kim thao,1,0.0008767247200012
2326,2326,le quang hoang,1,0.0009145736694335
2327,2327,duong nguyen thanh trung,1,0.0199332237243652
2328,2328,bui ngoc hai,1,0.0387020707130432
2329,2329,phung thi mui,1,0.0027266144752502
2330,2330,nguyen thi huong,1,0.0009582638740539
2331,2331,nguyen tuan tu,1,0.0020445585250854
2332,2332,do thi tuyet,1,0.000434935092926
2333,2333,nguyen duy thuan,1,0.0013503432273864
2334,2334,nguyen thi hai yen,1,0.0045427083969116
2335,2335,than ngoc hoan,1,0.0148433446884155
2336,2336,nham van kiem,1,0.0373657941818237
2337,2337,le thi nga,1,0.0008080601692199
2338,2338,le hai an,1,0.0088675618171691
2339,2339,le van dong,1,0.0015948414802551
2340,2340,nguyen thi hanh,1,0.000886857509613
2341,2341,nguyen van thang,1,0.0011944770812988
2342,2342,huynh thi thu thao,1,0.003562569618225
2343,2343,nguyen khanh linh,1,0.002408742904663
2344,2344,le thi mai,1,0.0009451508522033
2345,2345,bui quang hanh,1,0.0010052323341369
2346,2346,mai hac phong,1,0.0541245341300964
2347,2347,le hoang duc,1,0.0053467750549316
2348,2348,do tuan anh,1,0.009996473789215
2349,2349,nguyen hoang anh,1,0.001328706741333
2350,2350,chang thi on,1,0.0799384117126464
2351,2351,cao thi cam,1,0.0026922225952148
2352,2352,tong tran thao nhi,1,0.1716020107269287
2353,2353,vu thi lien,1,0.0007360577583312
2354,2354,vo tan loc,1,0.0169860124588012
2355,2355,vu thi nhung,1,0.0011463165283203
2356,2356,tran dinh tuan khoi,1,0.0636358857154846
2357,2357,ung duc hieu,1,0.1024124026298523
2358,2358,han van tam,1,0.008750557899475
2359,2359,nguyen thi phuong,1,0.0008363723754882
2360,2360,phung van chuyen,1,0.0044156908988952
2361,2361,nguyen van khoi,1,0.0022545456886291
2362,2362,bui thai duy,1,0.0070870518684387
2363,2363,nong thi nga,1,0.0026854872703552
2364,2364,tran chi hoa,1,0.0185818076133728
2365,2365,do ngoc sang,1,0.001341700553894
2366,2366,trinh thi huong tuyet,1,0.0041782855987548
2367,2367,nguyen van hung,1,0.0011944770812988
2368,2368,le quoc nam,1,0.0018977522850036
2369,2369,pham bich thuy,1,0.0222808718681335
2370,2370,vu tri thuy,1,0.0040781497955322
2371,2371,nguyen thi thuy,1,0.000886857509613
2372,2372,nguyen thi phai,1,0.0009592175483703
2373,2373,chu the anh,1,0.0566537976264953
2374,2374,nguyen thi linh,1,0.0006126165390014
2375,2375,pham van phong,1,0.0073092579841613
2376,2376,truong van viet,1,0.0014967918395996
2377,2377,nguyen thi hong tham,1,0.001153826713562
2378,2378,pham ngoc thuy trang,1,0.0163235068321228
2379,2379,truong the kiet,1,0.0184204578399658
2380,2380,duong nguyen phong,1,0.007898986339569
2381,2381,tran quang hung,1,0.000705599784851
2382,2382,pham hoang tu,1,0.0065347552299499
2383,2383,quynh,0,0.0370094180107116
2384,2384,nguyen phuong anh,1,0.0010191798210144
2385,2385,nguyen thi xuan lan,1,0.0047933459281921
2386,2386,nguyen thi huong,1,0.0009582638740539
2387,2387,tran van thai,1,0.0063087940216064
2388,2388,nguyen thi thu huong,1,0.0006456971168518
2389,2389,tran manh khuong,1,0.0074334144592285
2390,2390,nguyen ngoc bich,1,0.0095017552375793
2391,2391,nguyen duc thang,1,0.0012437105178833
2392,2392,bui van linh,1,0.0047131776809692
2393,2393,huynh thi my linh,1,0.0187904238700866
2394,2394,phan ngoc ha,1,0.0047124624252319
2395,2395,huynh ngoc thao nguyen,1,0.0123308300971984
2396,2396,nguyen the anh,1,0.0009875297546386
2397,2397,tran minh tri,1,0.0052874088287353
2398,2398,nguyen tat tung lam,1,0.0748713016510009
2399,2399,nguyen quang huy,1,0.0006294846534729
2400,2400,cao tran xuan chung,1,0.0894702076911926
2401,2401,nguyen thi hoang lam,1,0.0010073781013488
2402,2402,phan thanh hien,1,0.011233627796173
2403,2403,huynh kim khanh,1,0.0808314681053161
2404,2404,ngo thi thu trang,1,0.0014476180076599
2405,2405,dang the gia huy,1,0.1795483827590942
2406,2406,nong thu hien,1,0.0340279936790466
2407,2407,nguyen thi linh,1,0.0006126165390014
2408,2408,bui thi kim chi,1,0.009935438632965
2409,2409,bui thanh huyen,1,0.0054700970649719
2410,2410,nguyen khanh toan,1,0.0034147500991821
2411,2411,nguyen tra my,1,0.0013088583946228
2412,2412,nguyen thi lan,1,0.0009377598762512
2413,2413,nguyen van duc,1,0.0014249086380004
2414,2414,nguyen thi nhan,1,0.0034947395324707
2415,2415,tran the anh,1,0.0094919204711914
2416,2416,hoang van lam,1,0.0083928108215332
2417,2417,nguyen thi hien luong,1,0.0018756985664367
2418,2418,nguyen thi hoai thuong,1,0.0061908364295959
2419,2419,dang ngan ha,1,0.0117710828781127
2420,2420,kieu hoa khoi,1,0.4888662099838257
2421,2421,nguyen thi tan,1,0.000886857509613
2422,2422,nguyen manh khuong,1,0.0056638121604919
2423,2423,vo vu duc,1,0.0286833643913269
2424,2424,pham khanh ly,1,0.0160955190658569
2425,2425,trinh thi hong thao,1,0.0052322149276733
2426,2426,huynh van chan,1,0.0227632522583007
2427,2427,tran hai yen,1,0.006898283958435
2428,2428,tran tuan minh duy,1,0.0047671198844909
2429,2429,pham thi thu,1,0.0016156435012817
2430,2430,le thanh truc,1,0.0050978660583496
2431,2431,nguyen thi long giang,1,0.0074256658554077
2432,2432,mai van hieu dat,1,0.1230758428573608
2433,2433,diep mau cuong,1,0.3418583273887634
2434,2434,nguyen thanh huy,1,0.0010408163070678
2435,2435,hoang van thinh,1,0.004243791103363
2436,2436,dang van chung,1,0.0082592964172363
2437,2437,huynh trong phuoc,1,0.0051010251045227
2438,2438,phan do gia huy,1,0.0720335245132446
2439,2439,tran nhu nguyen,1,0.0016804337501525
2440,2440,le van chung,1,0.0016881227493286
2441,2441,le thi thanh huyen,1,0.0008586645126342
2442,2442,le duc cuong,1,0.0213125348091125
2443,2443,tran thi lai,1,0.0015500783920288
2444,2444,ho thi van anh,1,0.0019704699516296
2445,2445,vu van kien,1,0.0015920996665954
2446,2446,nguyen quoc hoan,1,0.0008080601692199
2447,2447,phan thi thu trang,1,0.003276765346527
2448,2448,kieu doan linh,1,0.157336413860321
2449,2449,thieu thi lan anh,1,0.0076361894607543
2450,2450,than thi huong,1,0.0023090839385986
2451,2451,nguyen ba luan,1,0.0029817819595336
2452,2452,truong thi phuong,1,0.00103759765625
2453,2453,vu thi van,1,0.0011742711067199
2454,2454,nguyen tat bao,1,0.0054518580436706
2455,2455,dinh mai phong,1,0.0139276981353759
2456,2456,truong thi thoa,1,0.0040339231491088
2457,2457,dinh thi thuy ninh,1,0.0811654925346374
2458,2458,phan thi thien ly,1,0.0034723877906799
2459,2459,tran thi van,1,0.0014659166336059
2460,2460,tran van ha,1,0.0051667690277099
2461,2461,le trong tin,1,0.0046393275260925
2462,2462,le thi quyen,1,0.0005248188972473
2463,2463,nguyen tien loc,1,0.0029408931732177
2464,2464,tran minh long,1,0.0012938976287841
2465,2465,nguyen khac hai,1,0.0018839836120605
2466,2466,nguyen tran thuy linh,1,0.0227134227752685
2467,2467,quach hoang lan phuong,1,0.1409418582916259
2468,2468,vu thi thu hang,1,0.001167356967926
2469,2469,ngo thi ngoc,1,0.0010525584220886
2470,2470,ngo xuan hung,1,0.0036664009094238
2471,2471,vo thi tra mi,1,0.0031879544258117
2472,2472,bui van phuong,1,0.0019987225532531
2473,2473,nguyen hai dang,1,0.0008060336112976
2474,2474,pham trong nghia,1,0.0159870386123657
2475,2475,cao thi hoa,1,0.0030736327171325
2476,2476,nguyen huu thanh,1,0.0009626150131225
2477,2477,nguyen thi thu huyen,1,0.0009710788726806
2478,2478,bui thi thien nga,1,0.0083988308906555
2479,2479,do ngoc hanh,1,0.0181286334991455
2480,2480,phung thi minh phuong,1,0.0039939284324646
2481,2481,pham ngoc thuong,1,0.0034788846969604
2482,2482,be duc toan,1,0.294467568397522
2483,2483,tran my hanh,1,0.0075345039367675
2484,2484,vi thi phuong thao,1,0.0021649003028869
2485,2485,nguyen thi huong,1,0.0009582638740539
2486,2486,nguyen nhat thong,1,0.0009655952453613
2487,2487,phan van chinh,1,0.0050678849220275
2488,2488,cao thi yen,1,0.0022205710411071
2489,2489,hoang phan ngoc anh,1,0.0147955417633056
2490,2490,nguyen thi ngoc lan,1,0.0024104118347167
2491,2491,vo thi tuyet phuong,1,0.002071738243103
2492,2492,nguyen nhu hai,1,0.0010985136032104
2493,2493,le thi bich nhung,1,0.0071472525596618
2494,2494,nguyen cao cuong,1,0.0069917440414428
2495,2495,vu thanh long,1,0.0078296065330505
2496,2496,dam tuan khoi,1,0.1009344458580017
2497,2497,cao thi thanh huyen,1,0.0013226866722106
2498,2498,nguyen van luyen,1,0.0153689980506896
2499,2499,pham thi tuyen,1,0.0008797049522399
2500,2500,pham xuan truong,1,0.0028668642044067
2501,2501,le van hue,1,0.0021193027496337
2502,2502,hoang van manh,1,0.0062385201454162
2503,2503,pham ha noi,1,0.0619037151336669
2504,2504,nguyen huu duc,1,0.0014576911926269
2505,2505,cty dau tu kd ha tang cong nghiep,0,0.9999986290931702
2506,2506,tran minh cong,1,0.0037054419517517
2507,2507,dam thi thu hang,1,0.0011558532714843
2508,2508,nguyen thi ngoc ly,1,0.0024104118347167
2509,2509,pham tu chi,1,0.0088376998901367
2510,2510,lu van quyet,1,0.0003861784934997
2511,2511,tran thi ngan,1,0.0010508894920349
2512,2512,phan thi hop,1,0.0041834712028503
2513,2513,le dinh du,1,0.0134482383728027
2514,2514,le ngoc phuong,1,0.0010110735893249
2515,2515,doan dac son,1,0.0027424693107604
2516,2516,tran thi kim anh,1,0.0006904602050781
2517,2517,nguyen hoai viet,1,0.0016669631004333
2518,2518,nguyen thi thu,1,0.000886857509613
2519,2519,pham anh quang,1,0.0006538033485412
2520,2520,hoang minh ly,1,0.0156177878379821
2521,2521,mai thi huyen trang,1,0.0048268437385559
2522,2522,le van chien,1,0.0041149258613586
2523,2523,vu duc ngoc,1,0.0179007053375244
2524,2524,nguyen thi phuong lam,1,0.0012306571006774
2525,2525,not use,0,0.2434419989585876
2526,2526,hoang thi hai yen,1,0.0106765627861022
2527,2527,nguyen the tu,1,0.0008552074432373
2528,2528,vo thanh nhi,1,0.0197887420654296
2529,2529,vu cong minh,1,0.0354297757148742
2530,2530,hoang duc tien,1,0.0459493994712829
2531,2531,nguyen ngoc hoa,1,0.0036014318466186
2532,2532,hoang nam,1,0.0511279106140136
2533,2533,nguyen thi phuong lan,1,0.0011574625968933
2534,2534,pham thi ninh,1,0.0026087760925292
2535,2535,luu van long,1,0.0041358470916748
2536,2536,nguyen van hai,1,0.0014249086380004
2537,2537,nguyen chi thanh,1,0.0022165179252624
2538,2538,mai giang linh,1,0.0962723493576049
2539,2539,dang quoc thien,1,0.0014895796775817
2540,2540,tran thi ngoc yen,1,0.0032132863998413
2541,2541,le van chinh,1,0.002292513847351
2542,2542,luong viet hoang,1,0.0134206414222717
2543,2543,le thi mong uyen,1,0.0108780264854431
2544,2544,bui duc duong,1,0.0587965250015258
2545,2545,bui thi huyen,1,0.0007003545761108
2546,2546,bo thi mai thao,1,0.0100785493850708
2547,2547,nguyen van anh,1,0.0014249086380004
2548,2548,lo van quan,1,0.0011157393455505
2549,2549,truong thi hue,1,0.0017271041870117
2550,2550,cao quoc dat,1,0.0049728751182556
2551,2551,nguyen manh cuong,1,0.0010039210319519
2552,2552,vu thi lan,1,0.0009354948997497
2553,2553,nguyen thi thuy trang,1,0.0005990266799926
2554,2554,pham thi thu ha,1,0.0004879236221313
2555,2555,nguyen tien hoai,1,0.0025810003280639
2556,2556,trieu thi hoa,1,0.0008733868598937
2557,2557,mai thanh hien,1,0.042387843132019
2558,2558,dam xuan lap,1,0.1578876376152038
2559,2559,lo van hung,1,0.0069102644920349
2560,2560,hoang tien nam,1,0.0465608835220336
2561,2561,ho thi truc uyen,1,0.0504770278930664
2562,2562,nguyen van bien,1,0.0010752081871032
2563,2563,hoang phong,1,0.0086010694503784
2564,2564,trieu van nham,1,0.0179546475410461
2565,2565,tran thi cam my,1,0.0020515322685241
2566,2566,nguyen the hung,1,0.0009094476699829
2567,2567,nguyen duc duong,1,0.0022038221359252
2568,2568,huynh thanh phong,1,0.0082383155822753
2569,2569,do hoai bao,1,0.0914592146873474
2570,2570,nguyen minh vu,1,0.0004730224609375
2571,2571,le thi kim thao,1,0.000579833984375
2572,2572,nguyen bao nhi,1,0.0026959180831909
2573,2573,trinh quoc thinh,1,0.0009101629257202
2574,2574,do ngoc huyen,1,0.0049457550048828
2575,2575,tran thi kim hoa,1,0.0009615421295166
2576,2576,tran quang khai,1,0.000705599784851
2577,2577,pham thi phuong thao,1,0.0016156435012817
2578,2578,ban kiem phau,1,0.0657733678817749
2579,2579,lang van thin,1,0.0039731264114379
2580,2580,dinh van tuyen,1,0.0027469992637634
2581,2581,nguyen van tam,1,0.0012028217315673
2582,2582,nguyen doan kim chi,1,0.1707735061645507
2583,2583,nguyen thuy dung,1,0.0013151764869689
2584,2584,le long ho,1,0.015385627746582
2585,2585,le hong duy,1,0.0051458477973937
2586,2586,nguyen thi ngat,1,0.006743311882019
2587,2587,tran xuan vinh,1,0.0047913193702697
2588,2588,vu xuan hoa,1,0.0114486813545227
2589,2589,ngo phuong linh,1,0.0012557506561279
2590,2590,le thi phuong,1,0.0008274912834167
2591,2591,lo thi binh,1,0.0017067790031433
2592,2592,le thi kim trung,1,0.0012096762657165
2593,2593,do ngoc nhu van,1,0.023828387260437
2594,2594,pham tuan nghia,1,0.0195036530494689
2595,2595,huynh thi mung,1,0.0034825801849365
2596,2596,nguyen huy hoang,1,0.0015960335731506
2597,2597,lo thi ngan,1,0.0020984411239624
2598,2598,dang bao ngoc,1,0.017729103565216
2599,2599,le dinh tuyen,1,0.004789650440216
2600,2600,ha thi phuong,1,0.0022311210632324
2601,2601,bui tuan vu,1,0.0062401890754699
2602,2602,ly thi hong thanh,1,0.009486436843872
2603,2603,nguyen thi tuyen,1,0.0008121132850646
2604,2604,nguyen thanh chung,1,0.0027878880500793
2605,2605,dinh quang hung,1,0.0013345479965209
2606,2606,nguyen thi tuyet anh,1,0.0014795660972595
2607,2607,nguyen trong hai,1,0.001303493976593
2608,2608,nguyen thi hoan,1,0.0011380910873413
2609,2609,do thi mai dong,1,0.0175291895866394
2610,2610,pham thi thu,1,0.0016156435012817
2611,2611,nguyen thi phuong,1,0.0008363723754882
2612,2612,phan quang tuan,1,0.000964879989624
2613,2613,nguyen thi nguyet,1,0.0015015602111816
2614,2614,nguyen thi tuyet nhi,1,0.0012875795364379
2615,2615,nguyen tuan son,1,0.000715434551239
2616,2616,pham tien dat,1,0.0140543580055236
2617,2617,phung van tung,1,0.0055950880050659
2618,2618,nguyen thi hong hanh,1,0.0013670325279235
2619,2619,nguyen thi cam thuan,1,0.0025787353515625
2620,2620,phan van nghia,1,0.0062607526779174
2621,2621,mai thi thoa,1,0.0069243907928466
2622,2622,nguyen trong hoang phong,1,0.3903364539146423
2623,2623,le thai hoc,1,0.0180088877677917
2624,2624,nguyen chau loan,1,0.042856752872467
2625,2625,phung quoc thanh,1,0.0020890831947326
2626,2626,dinh thi ngoc thuy,1,0.0012506246566772
2627,2627,nguyen van hieu,1,0.0013871192932128
2628,2628,huynh cong khanh,1,0.0323119759559631
2629,2629,trinh thanh dat,1,0.0146598219871521
2630,2630,le thi kim loan,1,0.0020810961723327
2631,2631,nguyen thi le dung,1,0.0012050867080688
2632,2632,le duc huy,1,0.0109246969223022
2633,2633,nguyen cong thanh,1,0.0036121606826782
2634,2634,nguyen huu tin,1,0.0009524226188659
2635,2635,bui tien dung,1,0.0465195775032043
2636,2636,pham tran bao huy,1,0.0225690007209777
2637,2637,hoang thi nhung,1,0.003707468509674
2638,2638,ho thi my trinh,1,0.010166049003601
2639,2639,doan kha chung,1,0.0747630596160888
2640,2640,nguyen thi tuyet lan,1,0.0017086863517761
2641,2641,ho nguyen khanh ly,1,0.2913495898246765
2642,2642,dang dong thuan,1,0.0322155952453613
2643,2643,le hong so quan,1,0.0045595169067382
2644,2644,tran thi noi,1,0.0067103505134582
2645,2645,y khoat,1,0.3375404477119446
2646,2646,nguyen thi thanh huong,1,0.0006783008575439
2647,2647,nguyen thi bich thuy,1,0.0013094544410705
2648,2648,le thi to uyen,1,0.0046442747116088
2649,2649,kim thi huyen,1,0.0007935166358947
2650,2650,huynh thi mai,1,0.0006870031356811
2651,2651,le thi tien,1,0.0010958909988403
2652,2652,kien thi hoa,1,0.0062416791915893
2653,2653,tran thi sau,1,0.0013471841812133
2654,2654,nguyen minh duc,1,0.0006790161132812
2655,2655,tran duc thang,1,0.0047524571418762
2656,2656,tran thi kim loan,1,0.0023343563079833
2657,2657,bui thi hai yen,1,0.0023742318153381
2658,2658,nguyen trung thanh,1,0.001303493976593
2659,2659,nguyen duc khiem,1,0.0770668983459472
2660,2660,ha dinh hung,1,0.0556970238685607
2661,2661,nguyen van nghia,1,0.0208582282066345
2662,2662,hoang van quy,1,0.0006459355354309
2663,2663,phung van cuong,1,0.0047026276588439
2664,2664,ta bao trang,1,0.0569143891334533
2665,2665,nguyen thi dieu,1,0.0010470151901245
2666,2666,nguyen thi huong,1,0.0009582638740539
2667,2667,nguyen van tuan,1,0.0012340545654296
2668,2668,nguyen thi linh,1,0.0006126165390014
2669,2669,pham thi minh thu,1,0.0007364153861999
2670,2670,tran thi loan,1,0.0014365315437316
2671,2671,tran duc hiep,1,0.0079293847084045
2672,2672,cong ty tnhh thien ky viet,0,0.9988068342208862
2673,2673,tran hong phu,1,0.0031668543815612
2674,2674,dang thi thuy nga,1,0.0014403462409973
2675,2675,nguyen cao manh,1,0.0008847117424011
2676,2676,nguyen lan huong,1,0.001457929611206
2677,2677,le van tung,1,0.0014606714248657
2678,2678,ha thi thoan,1,0.0094791650772094
2679,2679,luong thi thanh huyen,1,0.0011953115463256
2680,2680,le duy hai,1,0.0109246969223022
2681,2681,nguyen chi kien,1,0.0012860298156738
2682,2682,trinh thi giang,1,0.0005536675453186
2683,2683,ha thi minh hue,1,0.0020687580108642
2684,2684,cao cuong,1,0.0444274544715881
2685,2685,bui trinh khanh vy,1,0.1282277107238769
2686,2686,nguyen quynh trang,1,0.0004808902740478
2687,2687,vu thi uyen,1,0.0006303191184997
2688,2688,nguyen van hong,1,0.0018900632858276
2689,2689,lac thanh long,1,0.1045977473258972
2690,2690,nguyen trong manh,1,0.0006374716758728
2691,2691,doan van thinh,1,0.0182604789733886
2692,2692,khuc xuan phuong,1,0.0951290726661682
2693,2693,tran binh luong,1,0.0028912425041198
2694,2694,phan van son,1,0.001619815826416
2695,2695,le tien dung,1,0.007388412952423
2696,2696,dam xuan nguyen,1,0.0649878978729248
2697,2697,ngo thi thao ngan,1,0.0031860470771789
2698,2698,nguyen tran thanh,1,0.0013383626937866
2699,2699,tran quoc dat,1,0.0008416175842285
2700,2700,phan thi oanh,1,0.0024524331092834
2701,2701,vu viet ha,1,0.016817569732666
2702,2702,pham van thao,1,0.0028151869773864
2703,2703,pham tien nam,1,0.0140543580055236
2704,2704,nguyen thi tuyet,1,0.0009688138961791
2705,2705,vu thi mai anh,1,0.0018883943557739
2706,2706,tao a hoa,1,0.2543617486953735
2707,2707,phan van luc,1,0.0037683844566345
2708,2708,cao thi duyen,1,0.0011944770812988
2709,2709,do linh chi,1,0.0573248267173767
2710,2710,le thanh chung,1,0.00700044631958
2711,2711,hoang anh tuan,1,0.0408642292022705
2712,2712,nguyen thi anh,1,0.000886857509613
2713,2713,tran cong tru,1,0.0179909467697143
2714,2714,ly thuong hoai,1,0.0674268007278442
2715,2715,le xuan liem,1,0.0468459129333496
2716,2716,vu dinh hung,1,0.0150824189186096
2717,2717,ha viet duy,1,0.012832224369049
2718,2718,bui thi ngoc,1,0.0012977123260498
2719,2719,nguyen thi diep,1,0.0007692575454711
2720,2720,do van ung,1,0.0751532316207885
2721,2721,tran dung manh,1,0.0019053816795349
2722,2722,nguyen van duy,1,0.0014249086380004
2723,2723,nguyen hai nam,1,0.0011186003684997
2724,2724,vo tien dat,1,0.0723230242729187
2725,2725,hoang thanh tuyen,1,0.0053192973136901
2726,2726,tran dung tien,1,0.0029378533363342
2727,2727,pham quoc viet,1,0.0004190802574157
2728,2728,pham ba cuong,1,0.0062763094902038
2729,2729,dinh thi nga,1,0.0014691352844238
2730,2730,vu thi anh tuyet,1,0.0039291381835937
2731,2731,trinh thi huong,1,0.0006434321403503
2732,2732,nguyen hong hai,1,0.001967966556549
2733,2733,pham huu minh,1,0.0032495260238647
2734,2734,dang hong anh,1,0.0543933510780334
2735,2735,vuong thi uyen phuong,1,0.0275020003318786
2736,2736,duong hong nhung,1,0.0692590475082397
2737,2737,mau van quang,1,0.0007647275924682
2738,2738,dam thi nga,1,0.0020285248756408
2739,2739,bui cong minh,1,0.0551149845123291
2740,2740,le van toan,1,0.0020769238471984
2741,2741,le truong bao long,1,0.0623459815979003
2742,2742,le tan an,1,0.0090710520744323
2743,2743,nguyen thi thu thuy,1,0.0008548498153686
2744,2744,dao viet duc,1,0.0646538734436035
2745,2745,do huy loi,1,0.0177878737449646
2746,2746,le thi boi ngoc,1,0.1076823472976684
2747,2747,bui van dat,1,0.0034999847412109
2748,2748,phan van tiep,1,0.004000186920166
2749,2749,nguyen nhan anh quan,1,0.0033836960792541
2750,2750,pham thi tuong vi,1,0.0008078217506408
2751,2751,h ha yen nhi khang,1,0.3375144004821777
2752,2752,nguyen thi thao,1,0.0009377598762512
2753,2753,nguyen thi quynh tram,1,0.0004675388336181
2754,2754,le thi thu,1,0.0011919736862182
2755,2755,nguyen thi nhu quynh,1,0.0006049871444702
2756,2756,tran thi lan anh,1,0.0012195706367492
2757,2757,bui trinh quoc hung,1,0.0425370335578918
2758,2758,nguyen van tien,1,0.0011368989944458
2759,2759,nguyen van phieu,1,0.0015212893486022
2760,2760,bui ngoc giau,1,0.2434419989585876
2761,2761,nguyen thi hai,1,0.000886857509613
2762,2762,ly minh thanh,1,0.0262001156806945
2763,2763,chuc tac nhin,1,0.3851199746131897
2764,2764,pham thu hang,1,0.0033327937126159
2765,2765,vu van thang,1,0.0041983723640441
2766,2766,phan thanh phu,1,0.0081301927566528
2767,2767,bui van do,1,0.0034999847412109
2768,2768,bui huynh,1,0.0106989741325378
2769,2769,nguyen ba anh luong,1,0.06040620803833
2770,2770,tran xuan cuong,1,0.0035710930824279
2771,2771,do thi ngoc bich,1,0.0040568709373474
2772,2772,van thi huyen thuong,1,0.0012567639350891
2773,2773,tran thanh tuan,1,0.0091651678085327
2774,2774,nguyen thuy thao quyen,1,0.0017346739768981
2775,2775,ca thi nghien,1,0.0067512989044189
2776,2776,nguyen tien do,1,0.0016315579414367
2777,2777,tran xuan bach,1,0.1496078968048095
2778,2778,pham ba quyet,1,0.000709056854248
2779,2779,bui thanh long,1,0.0135747194290161
2780,2780,nguyen thi loc,1,0.0009377598762512
2781,2781,nguyen manh hung,1,0.0005589127540588
2782,2782,phung thi na,1,0.0033674836158752
2783,2783,nguyen minh tuan,1,0.0005879402160644
2784,2784,do duc hanh,1,0.0343419313430786
2785,2785,tran ngoc nam,1,0.0034641027450561
2786,2786,ngo huynh duc,1,0.0038731694221496
2787,2787,duong minh duyet,1,0.0060701370239257
2788,2788,phung van binh,1,0.0058088898658752
2789,2789,nguyen thi du,1,0.000886857509613
2790,2790,ha phuong thuy,1,0.0011065602302551
2791,2791,nguyen thi my lien,1,0.0055060982704162
2792,2792,vu duy hieu,1,0.0215348005294799
2793,2793,nguyen thi thuy,1,0.000886857509613
2794,2794,hoang trung kien,1,0.0060100555419921
2795,2795,tran quang bang,1,0.000705599784851
2796,2796,to van quyet,1,0.00053471326828
2797,2797,phan thi khoanh ba,1,0.0050464272499084
2798,2798,huynh duy xuyen,1,0.048400342464447
2799,2799,bui chi thuc,1,0.0674285292625427
2800,2800,nguyen thi duyen,1,0.0009377598762512
2801,2801,tran van quan,1,0.0008416175842285
2802,2802,tran van ma,1,0.003240168094635
2803,2803,pham thanh nam,1,0.0106815695762634
2804,2804,pham ngoc lam,1,0.0048953294754028
2805,2805,bui van vinh,1,0.0032451748847961
2806,2806,le van truc,1,0.0028342604637145
2807,2807,le thi kim yen,1,0.0017736554145812
2808,2808,bui thi hai yen,1,0.0023742318153381
2809,2809,han xuan son,1,0.0041934251785278
2810,2810,pham thi doan,1,0.0017494559288024
2811,2811,nguyen huu tai,1,0.0014576911926269
2812,2812,luu vi dat,1,0.0322045683860778
2813,2813,nguyen van thanh,1,0.0012968778610229
2814,2814,doan thanh tien,1,0.0198221802711486
2815,2815,tran duc hong,1,0.0061475038528442
2816,2816,truong quoc tinh,1,0.0015220046043395
2817,2817,pham thi xuan,1,0.001887559890747
2818,2818,cao ba quyen,1,0.000685691833496
2819,2819,phan van nhat,1,0.0035051703453063
2820,2820,tran thi thu hien,1,0.0010164380073547
2821,2821,tran hai dang,1,0.0025239586830139
2822,2822,nguyen van tuyen,1,0.0013049244880676
2823,2823,truong thi loan,1,0.0022302865982055
2824,2824,le thi hoai trang,1,0.0070229172706604
2825,2825,dinh van xuan,1,0.0062413215637207
2826,2826,nguyen van toan,1,0.001396358013153
2827,2827,dau quoc khanh,1,0.0029928088188171
2828,2828,dinh ngoc quang huy,1,0.0004972219467163
2829,2829,doan thi minh phuong,1,0.0024336576461791
2830,2830,le phuoc thao,1,0.0030624866485595
2831,2831,hoang thi my,1,0.0032628178596496
2832,2832,pham thi luyen,1,0.0011809468269348
2833,2833,cao thi thom,1,0.0061105489730834
2834,2834,nguyen lam bao chau,1,0.1848611235618591
2835,2835,nguyen duc ngo thin,1,0.0354601144790649
2836,2836,bui ngoc thanh tung,1,0.0343877077102661
2837,2837,nguyen tung thanh,1,0.0011390447616577
2838,2838,dang thanh hung,1,0.0272303819656372
2839,2839,nguyen thi van,1,0.0008517503738403
2840,2840,tran thi thuy,1,0.0011937618255615
2841,2841,pham thi mai anh,1,0.0016597509384155
2842,2842,tran thi kim anh,1,0.0006904602050781
2843,2843,le quang bien,1,0.0006458163261413
2844,2844,nguyen thi thu trinh,1,0.0010890960693359
2845,2845,pham thuy linh,1,0.0038532018661499
2846,2846,ly doan duy khanh,1,0.2680684328079223
2847,2847,nguyen dinh hoang,1,0.0008037686347961
2848,2848,nguyen duy anh,1,0.0020445585250854
2849,2849,phung trong tinh,1,0.0128143429756164
2850,2850,huynh my hanh,1,0.0279073119163513
2851,2851,bui tuan anh,1,0.0076204538345336
2852,2852,bui bien thuy,1,0.0220013856887817
2853,2853,van thi ha,1,0.0029025077819824
2854,2854,tran minh chien,1,0.0045716762542724
2855,2855,vu thi mua,1,0.0007179379463195
2856,2856,vu thi lan,1,0.0009354948997497
2857,2857,nguyen van huy,1,0.0014249086380004
2858,2858,nguyen van huy,1,0.0014249086380004
2859,2859,nguyen thi thanh than,1,0.0026339888572692
2860,2860,huynh van hai,1,0.0045855045318603
2861,2861,nguyen thanh truc,1,0.0010908842086791
2862,2862,nguyen phuong linh,1,0.0006658434867858
2863,2863,nguyen thi phuong,1,0.0008363723754882
2864,2864,dinh van thanh,1,0.0056826472282409
2865,2865,huynh quy loc,1,0.0010623335838317
